#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
# If there is no available reference data, rmse_*_{val,trn} will print nan
  32000      4.00e-01    2.57e-01      2.82e-02    4.35e-02      7.69e-02    4.02e-02    1.8e-05
  33000      2.99e-01    4.76e-01      2.05e-02    6.30e-02      5.61e-02    5.58e-02    1.8e-05
  34000      3.71e-01    6.01e-01      2.02e-02    1.62e-02      8.42e-02    1.52e-01    1.4e-05
  35000      4.21e-01    2.62e-01      2.09e-02    1.20e-02      1.02e-01    6.22e-02    1.4e-05
  36000      2.10e-01    2.37e-01      1.64e-02    8.05e-03      4.49e-02    6.69e-02    1.1e-05
  37000      2.13e-01    3.01e-01      1.13e-02    9.38e-04      5.55e-02    8.74e-02    1.1e-05
  38000      2.75e-01    2.75e-01      2.65e-02    1.11e-02      6.96e-02    8.46e-02    8.4e-06
  39000      2.17e-01    3.59e-01      1.06e-02    3.85e-02      6.12e-02    7.98e-02    8.4e-06
  40000      2.89e-01    2.13e-01      1.71e-02    7.48e-03      9.37e-02    7.46e-02    6.6e-06
  41000      2.81e-01    1.55e-01      1.41e-02    7.41e-03      8.82e-02    5.52e-02    6.6e-06
  42000      1.53e-01    3.78e-01      1.52e-02    5.17e-02      4.22e-02    5.76e-02    5.1e-06
  43000      1.59e-01    2.72e-01      1.15e-02    2.67e-02      5.24e-02    6.47e-02    5.1e-06
  44000      2.27e-01    1.45e-01      2.15e-02    2.62e-03      6.23e-02    6.50e-02    4.0e-06
  45000      1.57e-01    2.69e-01      1.12e-02    2.48e-02      5.97e-02    7.86e-02    4.0e-06
  46000      1.59e-01    2.49e-01      1.21e-02    1.22e-02      6.42e-02    1.11e-01    3.1e-06
  47000      1.67e-01    4.11e-02      1.09e-02    3.16e-04      7.35e-02    2.03e-02    3.1e-06
  48000      2.18e-01    2.21e-01      2.03e-02    2.01e-02      8.38e-02    7.18e-02    2.4e-06
  49000      2.41e-01    2.05e-01      1.96e-02    2.20e-02      9.79e-02    5.67e-02    2.4e-06
  50000      2.46e-01    2.18e-01      2.64e-02    2.46e-02      8.71e-02    4.82e-02    1.9e-06
  51000      2.03e-01    2.26e-01      1.79e-02    3.30e-02      7.43e-02    6.49e-02    1.9e-06
  52000      1.81e-01    2.13e-01      2.13e-02    3.95e-03      4.62e-02    1.35e-01    1.5e-06
  53000      1.87e-01    7.79e-02      1.91e-02    9.99e-04      6.99e-02    4.95e-02    1.5e-06
  54000      1.38e-01    1.31e-01      1.47e-02    4.90e-03      6.17e-02    8.71e-02    1.1e-06
  55000      1.84e-01    1.78e-01      1.88e-02    1.55e-02      6.45e-02    1.12e-01    1.1e-06
  56000      1.63e-01    1.26e-01      1.39e-02    1.24e-02      6.80e-02    5.57e-02    8.8e-07
  57000      1.24e-01    2.38e-01      1.03e-02    2.83e-02      6.42e-02    1.00e-01    8.8e-07
  58000      1.08e-01    2.63e-01      8.73e-03    3.14e-02      5.77e-02    3.29e-02    6.8e-07
  59000      2.05e-01    1.26e-01      2.58e-02    1.88e-02      5.85e-02    7.22e-02    6.8e-07
  60000      1.25e-01    1.23e-01      1.36e-02    1.69e-02      5.83e-02    7.64e-02    5.3e-07
  61000      1.46e-01    2.96e-01      1.04e-02    4.65e-02      9.70e-02    7.12e-02    5.3e-07
  62000      9.87e-02    8.34e-02      6.72e-03    4.34e-04      6.09e-02    7.01e-02    4.1e-07
  63000      1.36e-01    1.13e-01      1.29e-02    1.27e-02      8.14e-02    6.39e-02    4.1e-07
  64000      1.23e-01    1.61e-01      1.47e-02    1.85e-02      4.36e-02    4.96e-02    3.2e-07
  65000      1.24e-01    1.90e-01      9.71e-03    2.00e-02      8.84e-02    6.57e-02    3.2e-07
  66000      1.59e-01    2.48e-01      1.70e-02    2.85e-02      6.72e-02    7.10e-02    2.5e-07
  67000      1.05e-01    2.15e-01      9.11e-03    4.33e-02      7.15e-02    5.06e-02    2.5e-07
  68000      1.30e-01    3.35e-01      1.38e-02    3.86e-02      6.90e-02    1.13e-01    1.9e-07
  69000      2.09e-01    2.10e-01      2.90e-02    2.61e-02      9.24e-02    4.55e-02    1.9e-07
  70000      1.12e-01    1.52e-01      1.16e-02    3.15e-02      6.64e-02    4.29e-02    1.5e-07
  71000      8.88e-02    1.34e-01      7.21e-03    9.66e-03      5.11e-02    1.09e-01    1.5e-07
  72000      1.39e-01    2.24e-01      1.45e-02    3.84e-02      8.17e-02    1.21e-01    1.2e-07
  73000      1.85e-01    7.30e-02      2.23e-02    1.03e-02      1.08e-01    5.17e-02    1.2e-07
  74000      9.35e-02    1.22e-01      1.13e-02    8.69e-03      5.46e-02    1.03e-01    9.2e-08
  75000      1.59e-01    8.12e-02      1.71e-02    5.36e-03      8.25e-02    6.60e-02    9.2e-08
  76000      1.38e-01    1.40e-01      1.03e-02    2.94e-02      1.00e-01    4.66e-02    7.1e-08
  77000      2.43e-01    7.50e-02      2.87e-02    2.75e-03      7.93e-02    6.92e-02    7.1e-08
  78000      7.87e-02    1.82e-01      9.96e-03    3.45e-02      5.41e-02    7.40e-02    5.6e-08
  79000      1.77e-01    2.61e-01      2.19e-02    3.67e-02      7.48e-02    9.87e-02    5.6e-08
  80000      1.74e-01    2.25e-01      1.80e-02    2.67e-02      7.90e-02    8.78e-02    4.3e-08
