#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
# If there is no available reference data, rmse_*_{val,trn} will print nan
  31000      2.58e-01    6.24e-01      1.16e-02    1.61e-03      4.94e-02    1.27e-01    2.3e-05
  32000      2.96e-01    2.36e-01      1.81e-02    1.34e-02      5.61e-02    4.82e-02    1.8e-05
  33000      1.98e-01    3.62e-01      7.85e-03    4.73e-02      4.27e-02    6.51e-02    1.8e-05
  34000      2.60e-01    2.19e-01      1.79e-02    1.18e-02      5.45e-02    5.47e-02    1.4e-05
  35000      3.66e-01    2.79e-01      2.30e-02    5.54e-03      7.87e-02    7.15e-02    1.4e-05
  36000      2.07e-01    1.87e-01      1.74e-02    9.60e-03      4.40e-02    5.28e-02    1.1e-05
  37000      2.00e-01    2.46e-01      1.23e-02    1.81e-02      4.99e-02    5.59e-02    1.1e-05
  38000      2.89e-01    1.77e-01      1.56e-02    2.21e-03      8.66e-02    5.72e-02    8.4e-06
  39000      2.69e-01    2.36e-01      1.50e-02    7.03e-04      7.86e-02    7.69e-02    8.4e-06
  40000      1.95e-01    1.86e-01      8.49e-03    3.00e-02      6.73e-02    4.72e-02    6.6e-06
  41000      1.36e-01    3.76e-01      8.18e-03    1.75e-02      4.41e-02    1.30e-01    6.6e-06
  42000      2.43e-01    1.44e-01      2.36e-02    1.28e-02      7.46e-02    5.30e-02    5.1e-06
  43000      2.10e-01    5.47e-02      1.12e-02    8.07e-04      7.74e-02    2.20e-02    5.1e-06
  44000      3.58e-01    2.73e-01      2.94e-02    3.24e-02      1.25e-01    7.27e-02    4.0e-06
  45000      2.60e-01    5.92e-01      3.03e-02    3.21e-03      6.89e-02    2.65e-01    4.0e-06
  46000      2.23e-01    1.35e-01      1.93e-02    1.06e-02      8.19e-02    5.74e-02    3.1e-06
  47000      1.46e-01    2.30e-01      5.29e-03    3.41e-03      6.75e-02    1.13e-01    3.1e-06
  48000      1.67e-01    1.71e-01      1.10e-02    7.49e-03      7.56e-02    8.72e-02    2.4e-06
  49000      1.68e-01    1.38e-01      1.62e-02    4.60e-03      6.13e-02    7.35e-02    2.4e-06
  50000      2.38e-01    3.35e-01      2.40e-02    4.67e-02      9.29e-02    5.98e-02    1.9e-06
  51000      1.34e-01    1.74e-01      9.66e-03    1.37e-02      6.76e-02    8.10e-02    1.9e-06
  52000      1.03e-01    1.91e-01      9.41e-03    3.53e-02      4.19e-02    6.02e-02    1.5e-06
  53000      1.39e-01    2.46e-01      1.29e-02    2.14e-02      5.92e-02    1.29e-01    1.5e-06
  54000      1.31e-01    8.83e-02      1.48e-02    8.24e-03      5.12e-02    5.44e-02    1.1e-06
  55000      9.73e-02    1.20e-01      3.27e-03    7.60e-03      6.22e-02    6.88e-02    1.1e-06
  56000      2.02e-01    2.07e-01      2.24e-02    2.10e-02      7.87e-02    1.16e-01    8.8e-07
  57000      7.61e-02    9.91e-02      6.34e-03    6.21e-03      4.73e-02    6.91e-02    8.8e-07
  58000      1.70e-01    1.39e-01      1.70e-02    1.39e-02      6.52e-02    6.23e-02    6.8e-07
  59000      1.59e-01    1.26e-01      1.72e-02    1.29e-02      5.59e-02    5.73e-02    6.8e-07
  60000      2.13e-01    1.69e-01      2.49e-02    4.55e-03      8.63e-02    1.33e-01    5.3e-07
  61000      1.41e-01    2.62e-01      1.58e-02    3.71e-02      7.56e-02    5.88e-02    5.3e-07
  62000      9.96e-02    9.54e-02      6.04e-03    7.14e-03      6.48e-02    6.04e-02    4.1e-07
  63000      1.23e-01    1.08e-01      1.14e-02    7.39e-04      6.39e-02    9.09e-02    4.1e-07
  64000      1.36e-01    8.24e-02      1.61e-02    5.81e-04      6.74e-02    7.15e-02    3.2e-07
  65000      1.07e-01    1.51e-01      9.72e-03    3.65e-03      7.14e-02    1.30e-01    3.2e-07
  66000      1.97e-01    7.82e-02      2.16e-02    7.65e-03      8.43e-02    4.41e-02    2.5e-07
  67000      1.70e-01    7.52e-02      1.89e-02    5.42e-03      8.49e-02    5.51e-02    2.5e-07
  68000      1.70e-01    6.72e-02      1.92e-02    7.22e-03      6.88e-02    5.32e-02    1.9e-07
  69000      1.05e-01    2.02e-01      1.24e-02    2.24e-02      5.12e-02    8.51e-02    1.9e-07
  70000      1.61e-01    1.75e-01      2.20e-02    1.38e-02      6.86e-02    1.19e-01    1.5e-07
  71000      1.42e-01    3.87e-02      1.64e-02    2.82e-03      5.64e-02    3.00e-02    1.5e-07
  72000      2.49e-01    5.27e-02      3.63e-02    9.08e-04      8.53e-02    4.97e-02    1.2e-07
  73000      1.35e-01    2.38e-01      1.11e-02    2.85e-02      7.40e-02    7.64e-02    1.2e-07
  74000      1.36e-01    8.15e-02      1.32e-02    1.42e-02      5.80e-02    4.52e-02    9.2e-08
  75000      1.75e-01    1.28e-01      2.48e-02    1.62e-02      7.51e-02    6.92e-02    9.2e-08
  76000      1.63e-01    1.45e-01      1.53e-02    1.56e-02      8.91e-02    6.71e-02    7.1e-08
  77000      1.23e-01    1.54e-01      1.04e-02    1.54e-02      7.16e-02    8.45e-02    7.1e-08
  78000      2.00e-01    2.06e-01      3.12e-02    2.49e-02      5.99e-02    1.28e-01    5.6e-08
  79000      1.68e-01    1.84e-01      1.70e-02    2.04e-02      1.12e-01    4.13e-02    5.6e-08
  80000      1.68e-01    1.40e-01      1.78e-02    1.86e-02      9.05e-02    5.97e-02    4.3e-08
