#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
# If there is no available reference data, rmse_*_{val,trn} will print nan
  37000      2.06e-01    2.26e-01      6.19e-03    5.41e-03      5.80e-02    6.44e-02    1.1e-05
  38000      2.80e-01    2.19e-01      1.98e-02    1.09e-02      6.83e-02    6.47e-02    8.4e-06
  39000      2.51e-01    1.65e-01      1.90e-02    1.20e-02      6.27e-02    4.76e-02    8.4e-06
  40000      2.39e-01    3.37e-01      1.32e-02    1.97e-02      7.50e-02    1.10e-01    6.6e-06
  41000      2.19e-01    6.09e-02      1.93e-02    4.10e-03      5.05e-02    1.88e-02    6.6e-06
  42000      2.06e-01    2.57e-01      1.46e-02    1.87e-02      6.88e-02    9.16e-02    5.1e-06
  43000      2.75e-01    3.63e-01      2.29e-02    3.63e-02      8.23e-02    1.11e-01    5.1e-06
  44000      1.78e-01    1.28e-01      1.20e-02    1.51e-03      6.92e-02    5.73e-02    4.0e-06
  45000      1.73e-01    2.00e-01      9.99e-03    3.81e-02      5.72e-02    4.44e-02    4.0e-06
  46000      2.53e-01    3.39e-01      2.31e-02    3.28e-02      8.49e-02    1.11e-01    3.1e-06
  47000      1.64e-01    1.59e-01      1.17e-02    8.60e-03      7.11e-02    7.08e-02    3.1e-06
  48000      1.54e-01    1.50e-01      4.90e-03    1.07e-02      7.93e-02    7.25e-02    2.4e-06
  49000      1.82e-01    2.01e-01      1.53e-02    4.87e-04      6.31e-02    1.09e-01    2.4e-06
  50000      1.55e-01    8.20e-02      1.43e-02    5.00e-03      6.08e-02    4.64e-02    1.9e-06
  51000      2.14e-01    2.31e-01      2.28e-02    2.07e-02      7.51e-02    9.18e-02    1.9e-06
  52000      1.08e-01    1.58e-01      6.58e-03    5.08e-03      5.60e-02    9.94e-02    1.5e-06
  53000      1.43e-01    1.23e-01      1.36e-02    1.03e-02      4.72e-02    6.56e-02    1.5e-06
  54000      2.59e-01    2.57e-01      2.94e-02    2.89e-02      8.97e-02    6.93e-02    1.1e-06
  55000      1.28e-01    2.76e-01      9.92e-03    6.21e-02      6.06e-02    7.04e-02    1.1e-06
  56000      2.74e-01    1.43e-01      3.70e-02    1.42e-02      6.96e-02    5.14e-02    8.8e-07
  57000      1.67e-01    1.69e-01      1.67e-02    3.33e-02      6.77e-02    5.31e-02    8.8e-07
  58000      1.77e-01    1.78e-01      1.81e-02    3.17e-02      9.37e-02    7.15e-02    6.8e-07
  59000      9.85e-02    8.81e-02      7.55e-03    1.32e-03      5.95e-02    6.76e-02    6.8e-07
  60000      1.87e-01    1.93e-01      2.40e-02    4.18e-02      4.90e-02    6.12e-02    5.3e-07
  61000      1.48e-01    2.75e-01      1.08e-02    3.24e-02      9.92e-02    5.42e-02    5.3e-07
  62000      1.99e-01    2.22e-01      2.07e-02    4.07e-02      9.63e-02    1.27e-01    4.1e-07
  63000      1.87e-01    6.63e-02      2.01e-02    9.01e-04      7.65e-02    5.57e-02    4.1e-07
  64000      2.51e-01    1.34e-01      3.19e-02    2.67e-02      8.00e-02    4.73e-02    3.2e-07
  65000      2.38e-01    9.96e-02      3.55e-02    7.97e-03      8.22e-02    6.59e-02    3.2e-07
  66000      1.56e-01    1.54e-01      1.80e-02    1.63e-02      6.17e-02    1.01e-01    2.5e-07
  67000      2.61e-01    1.30e-01      3.72e-02    1.46e-02      8.86e-02    4.85e-02    2.5e-07
  68000      1.18e-01    1.92e-01      1.27e-02    1.16e-02      5.85e-02    1.61e-01    1.9e-07
  69000      9.25e-02    2.03e-01      7.27e-03    2.77e-02      6.74e-02    9.10e-02    1.9e-07
  70000      1.72e-01    1.63e-01      2.07e-02    3.43e-02      8.41e-02    5.06e-02    1.5e-07
  71000      1.97e-01    1.02e-01      1.99e-02    9.52e-03      1.13e-01    5.53e-02    1.5e-07
  72000      1.50e-01    3.37e-02      1.73e-02    2.46e-03      5.91e-02    2.64e-02    1.2e-07
  73000      1.79e-01    9.06e-02      1.81e-02    4.55e-03      1.07e-01    7.82e-02    1.2e-07
  74000      8.96e-02    9.53e-02      6.01e-03    1.49e-02      7.14e-02    6.04e-02    9.2e-08
  75000      1.85e-01    5.48e-02      2.28e-02    1.01e-03      6.80e-02    5.19e-02    9.2e-08
  76000      1.32e-01    1.31e-01      1.71e-02    8.75e-03      5.86e-02    1.05e-01    7.1e-08
  77000      1.42e-01    6.32e-02      1.67e-02    4.17e-03      4.60e-02    5.82e-02    7.1e-08
  78000      1.32e-01    2.15e-01      1.56e-02    1.84e-02      6.24e-02    1.72e-01    5.6e-08
  79000      8.60e-02    1.47e-01      4.19e-03    1.64e-02      7.48e-02    6.14e-02    5.6e-08
  80000      1.32e-01    1.42e-01      1.25e-02    8.95e-03      7.16e-02    1.25e-01    4.3e-08
