#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
# If there is no available reference data, rmse_*_{val,trn} will print nan
  30000      3.59e-01    7.23e-01      1.04e-02    5.39e-03      6.97e-02    1.47e-01    2.3e-05
  31000      4.19e-01    2.74e-01      1.97e-02    2.68e-02      7.82e-02    4.94e-02    2.3e-05
  32000      4.59e-01    3.22e-01      3.77e-02    2.88e-02      8.34e-02    5.06e-02    1.8e-05
  33000      4.01e-01    4.37e-01      2.23e-02    6.32e-02      7.93e-02    8.09e-02    1.8e-05
  34000      3.64e-01    3.91e-01      7.34e-03    3.40e-02      9.27e-02    7.20e-02    1.4e-05
  35000      4.11e-01    2.81e-01      2.97e-02    8.90e-03      9.29e-02    7.13e-02    1.4e-05
  36000      2.84e-01    3.29e-01      1.13e-02    2.70e-02      7.43e-02    7.16e-02    1.1e-05
  37000      4.22e-01    2.89e-01      1.84e-02    1.77e-02      1.10e-01    7.30e-02    1.1e-05
  38000      2.56e-01    2.19e-01      2.39e-02    1.69e-02      5.45e-02    5.70e-02    8.4e-06
  39000      2.02e-01    1.91e-01      1.48e-02    2.09e-02      5.26e-02    5.45e-02    8.4e-06
  40000      2.62e-01    2.00e-01      2.12e-02    3.86e-02      7.51e-02    3.43e-02    6.6e-06
  41000      2.28e-01    1.60e-01      1.27e-02    1.09e-02      7.35e-02    4.86e-02    6.6e-06
  42000      2.60e-01    1.96e-01      1.04e-02    1.50e-02      9.77e-02    6.84e-02    5.1e-06
  43000      2.52e-01    3.54e-01      2.30e-02    4.35e-02      6.18e-02    7.53e-02    5.1e-06
  44000      1.90e-01    1.51e-01      1.27e-02    6.28e-03      6.61e-02    6.39e-02    4.0e-06
  45000      2.67e-01    2.46e-01      3.46e-02    5.52e-03      5.90e-02    1.09e-01    4.0e-06
  46000      2.54e-01    3.15e-01      2.42e-02    2.38e-02      8.25e-02    1.24e-01    3.1e-06
  47000      2.96e-01    2.73e-01      2.75e-02    4.50e-02      9.42e-02    8.29e-02    3.1e-06
  48000      2.18e-01    4.68e-02      2.21e-02    5.94e-04      7.43e-02    2.52e-02    2.4e-06
  49000      1.25e-01    1.72e-01      1.11e-02    1.31e-02      5.07e-02    6.95e-02    2.4e-06
  50000      1.28e-01    1.91e-01      8.62e-03    1.65e-02      6.90e-02    9.27e-02    1.9e-06
  51000      2.53e-01    2.00e-01      3.03e-02    1.12e-02      9.05e-02    1.09e-01    1.9e-06
  52000      1.26e-01    1.08e-01      9.41e-03    1.11e-02      6.09e-02    4.93e-02    1.5e-06
  53000      2.61e-01    1.05e-01      1.75e-02    1.47e-02      1.36e-01    5.17e-02    1.5e-06
  54000      1.87e-01    1.27e-01      2.24e-02    1.02e-02      6.31e-02    6.60e-02    1.1e-06
  55000      2.26e-01    2.97e-01      2.29e-02    4.16e-02      8.14e-02    5.85e-02    1.1e-06
  56000      1.52e-01    9.06e-02      1.38e-02    1.23e-02      7.23e-02    5.10e-02    8.8e-07
  57000      1.38e-01    7.63e-02      1.03e-02    1.47e-03      8.24e-02    5.50e-02    8.8e-07
  58000      1.27e-01    1.08e-01      1.18e-02    1.38e-02      7.45e-02    6.74e-02    6.8e-07
  59000      1.52e-01    1.40e-01      1.39e-02    1.61e-02      7.48e-02    3.99e-02    6.8e-07
  60000      9.69e-02    2.64e-01      9.01e-03    3.99e-02      5.27e-02    9.04e-02    5.3e-07
  61000      1.58e-01    1.01e-01      2.72e-02    9.55e-03      6.59e-02    5.43e-02    5.3e-07
  62000      1.42e-01    1.45e-01      1.53e-02    1.59e-02      5.89e-02    5.53e-02    4.1e-07
  63000      2.04e-01    2.61e-01      2.33e-02    5.11e-02      1.05e-01    7.40e-02    4.1e-07
  64000      1.89e-01    1.85e-01      2.36e-02    1.73e-02      6.92e-02    1.26e-01    3.2e-07
  65000      1.18e-01    5.26e-02      1.12e-02    4.35e-05      7.41e-02    4.57e-02    3.2e-07
  66000      1.65e-01    3.57e-01      2.10e-02    4.98e-02      7.69e-02    1.03e-01    2.5e-07
  67000      1.70e-01    6.25e-02      1.93e-02    9.07e-03      8.16e-02    4.09e-02    2.5e-07
  68000      1.91e-01    1.91e-01      2.47e-02    2.09e-02      5.46e-02    9.39e-02    1.9e-07
  69000      1.17e-01    1.22e-01      1.17e-02    1.35e-02      6.55e-02    7.35e-02    1.9e-07
  70000      1.09e-01    1.79e-01      9.49e-03    3.90e-02      8.32e-02    6.28e-02    1.5e-07
  71000      1.32e-01    6.47e-02      1.43e-02    5.97e-03      5.90e-02    4.99e-02    1.5e-07
  72000      2.12e-01    1.61e-01      2.56e-02    1.79e-02      7.47e-02    7.38e-02    1.2e-07
  73000      2.03e-01    2.60e-01      2.59e-02    5.14e-02      8.50e-02    7.78e-02    1.2e-07
  74000      1.77e-01    7.79e-02      1.65e-02    5.58e-03      1.04e-01    5.89e-02    9.2e-08
  75000      2.29e-01    7.76e-02      2.80e-02    1.20e-02      1.03e-01    5.24e-02    9.2e-08
  76000      1.47e-01    2.35e-02      1.55e-02    7.48e-04      7.81e-02    2.20e-02    7.1e-08
  77000      1.66e-01    3.64e-01      1.87e-02    5.40e-02      8.18e-02    1.42e-01    7.1e-08
  78000      1.87e-01    7.52e-02      1.97e-02    9.48e-03      8.14e-02    5.98e-02    5.6e-08
  79000      1.56e-01    2.45e-02      1.84e-02    6.61e-04      6.70e-02    2.33e-02    5.6e-08
  80000      1.29e-01    1.17e-01      1.27e-02    9.95e-03      6.69e-02    8.62e-02    4.3e-08
