#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
# If there is no available reference data, rmse_*_{val,trn} will print nan
  19000      8.30e-01    7.65e-01      2.15e-02    2.23e-02      7.87e-02    7.28e-02    1.0e-04
  20000      7.32e-01    4.58e-01      4.97e-02    3.77e-02      6.89e-02    4.73e-02    8.1e-05
  21000      4.00e-01    7.96e-01      1.22e-02    3.11e-02      4.26e-02    8.67e-02    8.1e-05
  22000      4.80e-01    2.64e-01      1.97e-02    2.78e-02      5.59e-02    2.89e-02    6.3e-05
  23000      6.21e-01    3.54e-01      3.08e-02    5.94e-04      7.10e-02    4.42e-02    6.3e-05
  24000      5.27e-01    2.32e-01      2.29e-02    9.32e-03      7.18e-02    3.23e-02    4.9e-05
  25000      4.48e-01    3.48e-01      1.45e-02    9.73e-03      5.77e-02    4.78e-02    4.9e-05
  26000      3.36e-01    7.42e-01      1.04e-02    4.93e-02      5.08e-02    1.06e-01    3.8e-05
  27000      4.52e-01    4.83e-01      3.91e-02    1.23e-02      6.11e-02    7.56e-02    3.8e-05
  28000      4.64e-01    4.44e-01      2.53e-02    4.57e-02      7.69e-02    5.98e-02    3.0e-05
  29000      3.89e-01    2.43e-01      1.95e-02    3.82e-03      6.29e-02    4.35e-02    3.0e-05
  30000      3.59e-01    5.87e-01      1.92e-02    3.52e-02      6.95e-02    1.11e-01    2.3e-05
  31000      2.90e-01    3.50e-01      7.05e-03    4.52e-03      5.77e-02    7.11e-02    2.3e-05
  32000      5.97e-01    2.21e-01      4.39e-02    1.98e-02      1.11e-01    3.53e-02    1.8e-05
  33000      3.70e-01    3.96e-01      2.70e-02    3.08e-02      6.83e-02    7.27e-02    1.8e-05
  34000      2.83e-01    3.71e-01      1.73e-02    2.01e-02      6.51e-02    8.70e-02    1.4e-05
  35000      2.34e-01    3.63e-01      1.27e-02    5.95e-02      5.41e-02    5.85e-02    1.4e-05
  36000      2.39e-01    1.89e-01      2.54e-02    4.25e-03      4.27e-02    5.40e-02    1.1e-05
  37000      2.87e-01    1.02e-01      1.17e-02    7.18e-03      7.90e-02    2.47e-02    1.1e-05
  38000      2.71e-01    1.78e-01      1.65e-02    3.74e-03      7.97e-02    5.70e-02    8.4e-06
  39000      3.34e-01    7.35e-01      2.41e-02    9.29e-02      8.91e-02    1.25e-01    8.4e-06
  40000      2.63e-01    3.76e-01      2.50e-02    1.59e-02      6.89e-02    1.31e-01    6.6e-06
  41000      2.33e-01    1.60e-01      2.00e-02    7.48e-03      6.09e-02    5.40e-02    6.6e-06
  42000      2.32e-01    3.56e-01      1.64e-02    4.71e-02      7.72e-02    7.28e-02    5.1e-06
  43000      2.37e-01    4.71e-01      1.11e-02    6.88e-02      8.67e-02    6.83e-02    5.1e-06
  44000      2.81e-01    2.73e-01      2.50e-02    3.02e-02      8.85e-02    5.13e-02    4.0e-06
  45000      2.68e-01    1.67e-01      2.12e-02    1.06e-02      8.98e-02    6.51e-02    4.0e-06
  46000      1.50e-01    4.50e-01      9.33e-03    5.81e-02      6.47e-02    1.41e-01    3.1e-06
  47000      2.60e-01    1.44e-01      2.85e-02    3.18e-03      8.10e-02    7.01e-02    3.1e-06
  48000      1.84e-01    2.91e-01      2.60e-02    3.30e-02      6.11e-02    6.64e-02    2.4e-06
  49000      2.31e-01    1.41e-01      2.60e-02    1.26e-02      7.04e-02    5.38e-02    2.4e-06
  50000      1.60e-01    2.30e-01      1.16e-02    3.32e-02      7.02e-02    5.25e-02    1.9e-06
  51000      2.12e-01    8.81e-02      2.18e-02    8.78e-03      8.22e-02    4.60e-02    1.9e-06
  52000      1.77e-01    1.07e-01      1.72e-02    1.51e-02      5.92e-02    4.91e-02    1.5e-06
  53000      1.33e-01    9.57e-02      8.17e-03    4.03e-03      7.51e-02    5.76e-02    1.5e-06
  54000      1.83e-01    2.07e-01      1.88e-02    3.74e-02      6.93e-02    7.48e-02    1.1e-06
  55000      1.52e-01    2.22e-01      1.50e-02    1.15e-02      6.57e-02    1.39e-01    1.1e-06
  56000      2.33e-01    2.94e-01      3.12e-02    4.28e-02      8.59e-02    6.52e-02    8.8e-07
  57000      7.31e-02    3.01e-01      3.47e-03    4.03e-02      4.98e-02    8.18e-02    8.8e-07
  58000      2.10e-01    1.94e-01      2.53e-02    3.96e-02      7.86e-02    5.32e-02    6.8e-07
  59000      1.90e-01    4.09e-01      2.67e-02    4.94e-02      5.71e-02    1.77e-01    6.8e-07
  60000      1.32e-01    2.51e-01      1.36e-02    3.78e-02      7.62e-02    8.78e-02    5.3e-07
  61000      2.04e-01    2.61e-01      2.14e-02    2.38e-02      8.03e-02    1.43e-01    5.3e-07
  62000      9.39e-02    8.50e-02      9.70e-03    7.16e-03      6.12e-02    5.25e-02    4.1e-07
  63000      1.17e-01    2.81e-01      1.09e-02    4.35e-02      5.66e-02    8.66e-02    4.1e-07
  64000      1.28e-01    8.81e-02      1.29e-02    1.54e-02      6.62e-02    4.77e-02    3.2e-07
  65000      7.30e-02    1.98e-01      3.29e-03    2.34e-02      5.66e-02    7.89e-02    3.2e-07
  66000      1.06e-01    4.40e-02      4.36e-03    4.40e-03      8.72e-02    2.56e-02    2.5e-07
  67000      1.90e-01    6.67e-02      2.15e-02    5.51e-03      9.52e-02    4.54e-02    2.5e-07
  68000      1.68e-01    5.37e-02      1.98e-02    2.11e-04      7.63e-02    4.91e-02    1.9e-07
  69000      2.00e-01    9.24e-02      2.54e-02    1.57e-03      8.29e-02    8.36e-02    1.9e-07
  70000      1.29e-01    1.22e-01      1.55e-02    1.25e-02      5.24e-02    4.99e-02    1.5e-07
  71000      2.01e-01    8.04e-02      1.65e-02    4.12e-03      1.25e-01    6.83e-02    1.5e-07
  72000      1.72e-01    2.40e-01      1.89e-02    4.89e-02      7.09e-02    5.08e-02    1.2e-07
  73000      1.04e-01    1.04e-01      9.51e-03    9.94e-03      6.92e-02    6.47e-02    1.2e-07
  74000      1.56e-01    1.26e-01      1.81e-02    1.36e-02      7.53e-02    5.65e-02    9.2e-08
  75000      1.39e-01    4.34e-02      1.27e-02    4.97e-04      8.02e-02    4.14e-02    9.2e-08
  76000      1.61e-01    2.11e-01      1.77e-02    3.03e-02      7.39e-02    6.75e-02    7.1e-08
  77000      1.86e-01    2.23e-01      1.95e-02    2.69e-02      1.06e-01    7.88e-02    7.1e-08
  78000      2.03e-01    3.00e-01      2.47e-02    4.21e-02      8.03e-02    9.98e-02    5.6e-08
  79000      1.53e-01    1.66e-01      1.72e-02    2.31e-02      8.15e-02    8.33e-02    5.6e-08
  80000      1.78e-01    7.24e-02      2.16e-02    4.90e-03      5.32e-02    6.02e-02    4.3e-08
