#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
# If there is no available reference data, rmse_*_{val,trn} will print nan
  31000      4.40e-01    2.50e-01      2.66e-02    1.78e-02      7.80e-02    4.54e-02    2.3e-05
  32000      3.97e-01    3.20e-01      2.76e-02    4.51e-02      7.96e-02    5.46e-02    1.8e-05
  33000      2.50e-01    3.21e-01      1.04e-02    2.45e-02      5.45e-02    5.75e-02    1.8e-05
  34000      2.80e-01    3.16e-01      1.25e-02    2.08e-02      6.77e-02    6.81e-02    1.4e-05
  35000      2.88e-01    1.75e-01      1.97e-02    1.08e-03      5.64e-02    4.53e-02    1.4e-05
  36000      3.09e-01    2.56e-01      2.09e-02    1.62e-02      7.68e-02    6.28e-02    1.1e-05
  37000      1.90e-01    3.47e-01      1.11e-02    2.19e-02      4.77e-02    8.40e-02    1.1e-05
  38000      2.53e-01    2.76e-01      2.23e-02    2.49e-02      6.09e-02    6.43e-02    8.4e-06
  39000      1.85e-01    3.64e-01      1.36e-02    3.45e-02      4.79e-02    6.54e-02    8.4e-06
  40000      2.58e-01    2.70e-01      2.13e-02    7.61e-03      6.91e-02    9.57e-02    6.6e-06
  41000      3.21e-01    2.15e-01      3.53e-02    1.67e-02      7.36e-02    6.85e-02    6.6e-06
  42000      2.04e-01    3.88e-01      1.42e-02    4.78e-02      6.37e-02    8.87e-02    5.1e-06
  43000      2.52e-01    2.06e-01      1.35e-02    3.49e-02      9.28e-02    5.27e-02    5.1e-06
  44000      2.22e-01    1.46e-01      2.07e-02    1.26e-02      6.85e-02    6.02e-02    4.0e-06
  45000      1.90e-01    2.18e-01      8.82e-03    3.79e-02      7.81e-02    5.15e-02    4.0e-06
  46000      9.77e-02    1.69e-01      4.59e-03    3.07e-02      4.49e-02    4.90e-02    3.1e-06
  47000      1.90e-01    3.26e-01      1.75e-02    3.88e-02      6.72e-02    9.70e-02    3.1e-06
  48000      1.63e-01    1.40e-01      1.58e-02    1.90e-02      5.51e-02    5.77e-02    2.4e-06
  49000      1.91e-01    1.45e-01      1.93e-02    1.38e-02      7.46e-02    6.23e-02    2.4e-06
  50000      1.27e-01    1.72e-01      1.02e-02    1.60e-02      6.21e-02    6.64e-02    1.9e-06
  51000      1.85e-01    1.13e-01      2.04e-02    7.73e-03      7.37e-02    5.44e-02    1.9e-06
  52000      2.11e-01    4.06e-02      2.20e-02    1.42e-04      8.76e-02    2.59e-02    1.5e-06
  53000      1.12e-01    2.29e-01      8.35e-03    2.76e-02      6.05e-02    8.24e-02    1.5e-06
  54000      2.01e-01    2.69e-01      2.30e-02    2.55e-02      6.82e-02    1.01e-01    1.1e-06
  55000      2.55e-01    1.39e-01      2.89e-02    1.40e-02      7.85e-02    6.04e-02    1.1e-06
  56000      1.55e-01    9.67e-02      1.39e-02    8.16e-03      7.85e-02    6.48e-02    8.8e-07
  57000      1.61e-01    1.72e-01      1.76e-02    3.28e-02      8.37e-02    6.12e-02    8.8e-07
  58000      1.44e-01    6.79e-02      1.42e-02    5.49e-04      5.54e-02    5.22e-02    6.8e-07
  59000      1.41e-01    1.77e-01      1.35e-02    3.65e-02      6.69e-02    6.57e-02    6.8e-07
  60000      2.19e-01    1.03e-01      2.71e-02    8.72e-03      7.64e-02    6.20e-02    5.3e-07
  61000      1.51e-01    2.67e-01      1.60e-02    3.96e-02      5.65e-02    5.10e-02    5.3e-07
  62000      1.92e-01    6.04e-02      2.09e-02    2.59e-03      8.12e-02    4.78e-02    4.1e-07
  63000      1.77e-01    2.91e-01      1.34e-02    3.93e-02      9.06e-02    9.24e-02    4.1e-07
  64000      1.44e-01    1.90e-01      1.04e-02    2.84e-02      8.60e-02    4.95e-02    3.2e-07
  65000      1.52e-01    1.37e-01      1.72e-02    1.64e-02      6.65e-02    6.81e-02    3.2e-07
  66000      2.93e-01    1.04e-01      3.78e-02    1.18e-02      8.99e-02    6.23e-02    2.5e-07
  67000      8.15e-02    2.84e-01      1.07e-02    2.96e-02      5.01e-02    1.76e-01    2.5e-07
  68000      1.90e-01    8.07e-02      2.64e-02    5.60e-04      6.24e-02    7.38e-02    1.9e-07
  69000      1.39e-01    6.78e-02      1.56e-02    7.67e-03      7.07e-02    2.99e-02    1.9e-07
  70000      2.03e-01    5.36e-02      2.64e-02    6.16e-04      8.38e-02    4.98e-02    1.5e-07
  71000      1.76e-01    1.89e-01      2.08e-02    2.37e-02      7.47e-02    1.03e-01    1.5e-07
  72000      1.20e-01    6.79e-02      1.51e-02    7.92e-03      5.92e-02    2.75e-02    1.2e-07
  73000      9.03e-02    2.52e-01      7.41e-03    4.02e-02      6.92e-02    6.92e-02    1.2e-07
  74000      1.43e-01    1.81e-01      1.42e-02    2.98e-02      6.26e-02    1.02e-01    9.2e-08
  75000      1.92e-01    5.94e-02      2.01e-02    7.91e-03      1.03e-01    4.44e-02    9.2e-08
  76000      1.47e-01    1.82e-01      1.50e-02    2.05e-02      8.47e-02    5.46e-02    7.1e-08
  77000      1.93e-01    1.78e-01      2.28e-02    1.54e-02      8.29e-02    1.42e-01    7.1e-08
  78000      1.83e-01    1.22e-01      2.32e-02    1.52e-02      7.63e-02    6.96e-02    5.6e-08
  79000      1.41e-01    1.26e-01      1.52e-02    8.43e-03      7.07e-02    1.01e-01    5.6e-08
  80000      1.28e-01    2.48e-01      1.62e-02    3.94e-02      5.51e-02    7.41e-02    4.3e-08
