#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
# If there is no available reference data, rmse_*_{val,trn} will print nan
  23000      6.47e-01    8.72e-01      3.03e-02    8.97e-02      7.67e-02    8.66e-02    6.3e-05
  24000      3.04e-01    4.64e-01      2.24e-02    6.89e-02      3.68e-02    4.73e-02    4.9e-05
  25000      5.98e-01    5.37e-01      2.94e-02    4.81e-02      7.16e-02    5.42e-02    4.9e-05
  26000      5.24e-01    4.13e-01      2.43e-02    5.73e-03      7.84e-02    6.59e-02    3.8e-05
  27000      5.52e-01    3.71e-01      3.02e-02    7.97e-03      8.00e-02    5.83e-02    3.8e-05
  28000      4.10e-01    2.43e-01      1.92e-02    1.16e-02      6.70e-02    4.29e-02    3.0e-05
  29000      4.61e-01    6.26e-01      3.00e-02    1.34e-03      6.85e-02    1.13e-01    3.0e-05
  30000      4.07e-01    3.67e-01      2.40e-02    2.55e-03      7.51e-02    7.47e-02    2.3e-05
  31000      2.61e-01    3.33e-01      1.02e-02    3.13e-02      4.96e-02    4.56e-02    2.3e-05
  32000      3.23e-01    3.19e-01      1.72e-02    2.67e-02      6.65e-02    6.04e-02    1.8e-05
  33000      2.96e-01    2.16e-01      8.24e-03    1.05e-02      6.46e-02    4.71e-02    1.8e-05
  34000      3.69e-01    2.36e-01      2.00e-02    1.58e-02      8.60e-02    5.04e-02    1.4e-05
  35000      3.14e-01    2.30e-01      1.95e-02    1.12e-02      6.95e-02    5.50e-02    1.4e-05
  36000      3.40e-01    5.07e-01      1.46e-02    5.81e-02      9.04e-02    1.22e-01    1.1e-05
  37000      4.03e-01    3.46e-01      3.02e-02    5.63e-02      9.09e-02    7.31e-02    1.1e-05
  38000      2.09e-01    3.07e-01      1.43e-02    6.80e-03      5.71e-02    9.83e-02    8.4e-06
  39000      2.78e-01    3.49e-01      1.59e-02    3.40e-02      7.77e-02    8.75e-02    8.4e-06
  40000      2.31e-01    2.33e-01      1.62e-02    1.16e-03      7.04e-02    8.45e-02    6.6e-06
  41000      1.85e-01    1.76e-01      1.64e-02    5.48e-03      5.60e-02    6.16e-02    6.6e-06
  42000      2.30e-01    5.91e-02      1.81e-02    2.87e-03      7.15e-02    2.21e-02    5.1e-06
  43000      2.16e-01    3.90e-01      1.64e-02    4.66e-02      6.67e-02    9.46e-02    5.1e-06
  44000      2.99e-01    1.61e-01      3.71e-02    1.34e-02      6.89e-02    5.01e-02    4.0e-06
  45000      1.88e-01    1.75e-01      8.51e-03    2.99e-02      7.72e-02    5.07e-02    4.0e-06
  46000      1.93e-01    1.75e-01      1.87e-02    7.94e-03      6.54e-02    8.08e-02    3.1e-06
  47000      2.60e-01    2.44e-01      2.66e-02    7.49e-04      6.87e-02    1.21e-01    3.1e-06
  48000      1.88e-01    1.20e-01      1.86e-02    6.99e-04      5.11e-02    6.48e-02    2.4e-06
  49000      1.92e-01    1.94e-01      1.81e-02    1.88e-02      7.38e-02    6.62e-02    2.4e-06
  50000      1.72e-01    6.40e-02      1.50e-02    3.72e-03      5.60e-02    3.39e-02    1.9e-06
  51000      1.52e-01    5.67e-02      1.59e-02    2.05e-03      5.91e-02    3.20e-02    1.9e-06
  52000      1.63e-01    1.06e-01      1.78e-02    3.04e-03      5.30e-02    6.56e-02    1.5e-06
  53000      2.02e-01    2.04e-01      2.08e-02    2.03e-02      9.20e-02    6.41e-02    1.5e-06
  54000      2.91e-01    2.87e-01      2.07e-02    3.21e-02      1.63e-01    7.93e-02    1.1e-06
  55000      1.42e-01    6.93e-02      7.52e-03    1.37e-03      8.90e-02    4.73e-02    1.1e-06
  56000      1.62e-01    1.19e-01      2.01e-02    6.73e-03      5.61e-02    8.03e-02    8.8e-07
  57000      1.27e-01    2.37e-01      1.31e-02    3.50e-02      5.84e-02    6.11e-02    8.8e-07
  58000      1.62e-01    1.87e-01      1.34e-02    2.71e-02      8.87e-02    4.89e-02    6.8e-07
  59000      1.10e-01    7.64e-02      1.35e-02    6.01e-03      4.98e-02    5.47e-02    6.8e-07
  60000      1.86e-01    1.44e-01      2.03e-02    2.29e-02      5.87e-02    8.03e-02    5.3e-07
  61000      8.79e-02    1.27e-01      2.89e-03    1.19e-02      6.59e-02    6.75e-02    5.3e-07
  62000      2.21e-01    1.21e-01      2.57e-02    1.31e-02      9.02e-02    4.90e-02    4.1e-07
  63000      2.32e-01    8.85e-02      2.88e-02    2.69e-04      6.29e-02    7.44e-02    4.1e-07
  64000      1.09e-01    1.19e-01      1.02e-02    6.01e-03      6.67e-02    9.78e-02    3.2e-07
  65000      1.45e-01    3.24e-01      1.67e-02    4.26e-02      7.05e-02    1.18e-01    3.2e-07
  66000      1.28e-01    4.81e-01      1.08e-02    6.78e-02      5.62e-02    9.48e-02    2.5e-07
  67000      2.17e-01    8.19e-02      2.60e-02    3.73e-03      9.25e-02    6.76e-02    2.5e-07
  68000      1.35e-01    1.63e-01      1.23e-02    1.89e-02      8.71e-02    5.00e-02    1.9e-07
  69000      1.26e-01    1.19e-01      1.67e-02    1.09e-02      5.86e-02    6.63e-02    1.9e-07
  70000      1.41e-01    2.44e-01      1.60e-02    3.66e-02      5.47e-02    9.96e-02    1.5e-07
  71000      1.39e-01    8.54e-02      1.46e-02    1.46e-02      7.54e-02    4.78e-02    1.5e-07
  72000      1.56e-01    1.62e-01      1.66e-02    1.84e-02      8.54e-02    6.10e-02    1.2e-07
  73000      9.09e-02    1.99e-01      8.90e-03    2.84e-02      5.39e-02    6.63e-02    1.2e-07
  74000      1.54e-01    7.49e-02      1.65e-02    2.25e-03      6.27e-02    6.96e-02    9.2e-08
  75000      1.48e-01    1.38e-01      2.03e-02    2.62e-02      5.77e-02    6.53e-02    9.2e-08
  76000      1.25e-01    1.74e-01      1.33e-02    2.17e-02      6.50e-02    8.41e-02    7.1e-08
  77000      2.02e-01    8.53e-02      2.59e-02    7.04e-03      8.45e-02    6.11e-02    7.1e-08
  78000      1.13e-01    1.01e-01      1.35e-02    9.56e-03      7.15e-02    5.56e-02    5.6e-08
  79000      9.70e-02    6.25e-02      8.52e-03    2.23e-03      7.22e-02    6.00e-02    5.6e-08
  80000      1.55e-01    7.76e-02      2.07e-02    5.41e-03      6.25e-02    6.26e-02    4.3e-08
